Maurice (1987),26371
"Grapes of Wrath, The (1940)",596
My Man Godfrey (1957),52470
"Shop Around the Corner, The (1940)",20334
"Natural, The (1984)",11393
Shampoo (1975),31121
"River Runs Through It, A (1992)",293
Fatal Attraction (1987),10998
Jagged Edge (1985),12235
Stanley & Iris (1990),36094
Midnight Run (1988),9013
Awakenings (1990),11005
Come See the Paradise (1990),59820
Backdraft (1991),2924
"Fisher King, The (1991)",177
"River, The (1984)",38557
Places in the Heart (1984),13681
'night Mother (1986),34760
End of Days (1999),9946
Toy Story 2 (1999),863
Flawless (1999),31582
Ride with the Devil (1999),22267
"Distinguished Gentleman, The (1992)",10411
"End of the Affair, The (1999)",20024
Holy Smoke (1999),13787
Sweet and Lowdown (1999),9684
Bonfire of the Vanities (1990),9586
Daddy Long Legs (1919),70801
Grand Illusion (La grande illusion) (1937),777
"Great Santini, The (1979)",21887
Stealing Home (1988),32331
"Two Jakes, The (1990)",32669
U2: Rattle and Hum (1988),18161
Hell in the Pacific (1968),31681
Cradle Will Rock (1999),32274
Deuce Bigalow: Male Gigolo (1999),10402
"Green Mile, The (1999)",497
"Cider House Rules, The (1999)",1715
"War Zone, The (1999)",42739
"Last Picture Show, The (1971)",25188
"7th Voyage of Sinbad, The (1958)",15515
Anna and the King (1999),1439
Bicentennial Man (1999),2277
Stuart Little (1999),10137
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",10387
Fantasia 2000 (1999),49948
Magnolia (1999),334
Onegin (1999),30237
Simpatico (1999),50116
Topsy-Turvy (1999),46435
Boiling Point (1993),22213
Carnal Knowledge (1971),36492
Easy Rider (1969),624
The Falcon and the Snowman (1985),26578
Room at the Top (1959),43103
Any Given Sunday (1999),9563
Man on the Moon (1999),1850
Galaxy Quest (1999),926
"Talented Mr. Ripley, The (1999)",1213
Next Friday (2000),10471
"Hurricane, The (1999)",10400
Angela's Ashes (1999),10397
Titus (1999),12524
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",28216
"Third Miracle, The (1999)",36773
Snow Falling on Cedars (1999),10219
"Girl, Interrupted (1999)",3558
My Dog Skip (1999),17908
Supernova (2000),10384
"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",48233
"Way We Were, The (1973)",10236
Stalag 17 (1953),632
"Presidio, The (1988)",11851
Papillon (1973),5924
"Last Detail, The (1973)",14886
Five Easy Pieces (1970),26617
Dead Calm (1989),10493
"Boys from Brazil, The (1978)",16241
Against All Odds (1984),22160
Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),9644
Fast Times at Ridgemont High (1982),13342
"Cry in the Dark, A (1988)",35119
Batman: Mask of the Phantasm (1993),14919
American Flyers (1985),14040
"Star Is Born, A (1937)",22692
Pacific Heights (1990),2990
"Draughtsman's Contract, The (1982)",10831
"Zed & Two Noughts, A (1985)",33078
Woman in the Dunes (Suna no onna) (1964),16672
Down to You (2000),10472
"Odessa File, The (1974)",21489
Where the Buffalo Roam (1980),13005
Eye of the Beholder (1999),18681
"Big Tease, The (1999)",20468
"Cup, The (Phörpa) (1999)",14521
Encino Man (1992),10406
"Goodbye Girl, The (1977)",14741
Malcolm X (1992),1883
Sister Act (1992),2005
Sister Act 2: Back in the Habit (1993),6279
"Hand That Rocks the Cradle, The (1992)",11087
Alive (1993),7305
Agnes of God (1985),24735
Scent of a Woman (1992),9475
Wayne's World (1992),8872
Wayne's World 2 (1993),8873
"League of Their Own, A (1992)",11287
Patriot Games (1992),9869
"Bodyguard, The (1992)",619
Death Becomes Her (1992),9374
Far and Away (1992),11259
Howards End (1992),8293
Singles (1992),11068
Twin Peaks: Fire Walk with Me (1992),1923
White Men Can't Jump (1992),10158
Buffy the Vampire Slayer (1992),10206
Hard-Boiled (Lat sau san taam) (1992),11782
Man Bites Dog (C'est arrivé près de chez vous) (1992),10086
"Mariachi, El (1992)",9367
Stop! Or My Mom Will Shoot (1992),9876
Forever Young (1992),10326
"Cutting Edge, The (1992)",16562
Of Mice and Men (1992),9609
Bad Lieutenant (1992),12143
Scream 3 (2000),4234
Single White Female (1992),9605
"Boondock Saints, The (2000)",8374
Gun Shy (2000),29076
"Baby, The (1973)",28156
"Brandon Teena Story, The (1998)",113096
Minnie and Moskowitz (1971),24349
They Might Be Giants (1971),27841
"Beach, The (2000)",1907
Snow Day (2000),15489
"Tigger Movie, The (2000)",15655
Not One Less (Yi ge dou bu neng shao) (1999),36210
Eaten Alive (1977),30062
Raining Stones (1993),62463
To Sir with Love (1967),25934
Boiler Room (2000),14181
Hanging Up (2000),10385
Pitch Black (2000),2787
"Whole Nine Yards, The (2000)",2069
Beautiful People (1999),61416
Black Tar Heroin: The Dark End of the Street (2000),79515
"Circus, The (1928)",28978
City Lights (1931),901
"Flamingo Kid, The (1984)",25010
"Kid, The (1921)",10098
Class Reunion (1982),33374
Happy Go Lovely (1951),127602
Reindeer Games (2000),2155
Wonder Boys (2000),11004
Chain of Fools (2000),20682
Drowning Mona (2000),25166
"Next Best Thing, The (2000)",1831
What Planet Are You From? (2000),10416
Beyond the Mat (1999),14271
Ghost Dog: The Way of the Samurai (1999),4816
The Year My Voice Broke (1987),19958
Splendor in the Grass (1961),28569
My Tutor (1983),2193
Key Largo (1948),11016
For All Mankind (1989),20423
Born Yesterday (1950),24481
Birdy (1984),11296
Blood Feast (1963),28172
"Charlie, the Lonesome Cougar (1967)",57855
Never Cry Wolf (1983),14280
"Raisin in the Sun, A (1961)",29478
"Closer You Get, The (2000)",73642
Mission to Mars (2000),2067
"Ninth Gate, The (1999)",622
East-West (Est-ouest) (1999),28463
Defending Your Life (1991),12186
Breaking Away (1979),20283
Hoosiers (a.k.a. Best Shot) (1986),5693
Bull Durham (1988),287
Dog Day Afternoon (1975),968
American Graffiti (1973),838
"Asphalt Jungle, The (1950)",16958
"Searchers, The (1956)",3114
"Big Country, The (1958)",12501
Betrayed (1988),31618
"Bridge at Remagen, The (1969)",15873
Daughters of the Dust (1991),68427
"Ogre, The (Unhold, Der) (1996)",48213
On the Beach (1959),35412
"Taking of Pelham One Two Three, The (1974)",8333
Volunteers (1985),19259
JFK (1991),820
Who's Harry Crumb? (1989),11718
Harry and the Hendersons (1987),8989
Let's Get Harry (1986),32031
Shanghai Surprise (1986),58048
Who's That Girl? (1987),26827
She-Devil (1989),11157
Date with an Angel (1987),28370
Blind Date (1987),918
Nadine (1987),61178
"Muppet Movie, The (1979)",11176
"Great Muppet Caper, The (1981)",14900
"Muppets Take Manhattan, The (1984)",11899
We're Back! A Dinosaur's Story (1993),18890
Baby... Secret of the Lost Legend (1985),19736
Turtle Diary (1985),123047
Raise the Titanic (1980),24575
Titanic (1953),16535
"Night to Remember, A (1958)",10971
Captain Horatio Hornblower R.N. (1951),23928
Erin Brockovich (2000),462
Final Destination (2000),9532
Soft Fruit (1999),117259
"Bear, The (Ours, L') (1988)",2383
Love Is a Many-Splendored Thing (1955),53879
"Mirror, The (Zerkalo) (1975)",1396
"Crimson Pirate, The (1952)",11570
Thelma & Louise (1991),1541
...And Justice for All (1979),17443
Animal House (1978),8469
She's Gotta Have It (1986),27995
School Daze (1988),36739
Do the Right Thing (1989),925
Mo' Better Blues (1990),41823
Jungle Fever (1991),1713
"Champ, The (1979)",30547
Creature Comforts (1989),54825
Death Wish (1974),13939
Death Wish 2 (1982),14373
Death Wish 3 (1985),24873
Death Wish 4: The Crackdown (1987),26263
Death Wish 5: The Face of Death (1994),34746
Double Indemnity (1944),996
Dying Young (1991),9079
Teenage Mutant Ninja Turtles (1990),1498
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),1497
Teenage Mutant Ninja Turtles III (1993),1499
Red Dawn (1984),1880
Band of the Hand (1986),33762
Bloodsport (1988),11690
Eyes of Laura Mars (1978),29143
Funny Bones (1995),35292
"Good Earth, The (1937)",36652
"Good Morning, Vietnam (1987)",801
"Good Mother, The (1988)",104301
Grumpy Old Men (1993),11520
Guess Who's Coming to Dinner (1967),1879
Romeo Must Die (2000),2085
Here on Earth (2000),13539
Whatever It Takes (2000),16222
Buddy Boy (1999),109479
"Color of Paradise, The (Rang-e khoda) (1999)",17078
Gothic (1986),33516
Lord of the Flies (1963),9960
Modern Times (1936),3082
Heart and Souls (1993),12187
Hud (1963),24748
"Hustler, The (1961)",990
Inherit the Wind (1960),1908
Dersu Uzala (1975),9764
Close Encounters of the Third Kind (1977),840
Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),42237
Retroactive (1997),26689
"Place in the Sun, A (1951)",25673
Jacob's Ladder (1990),2291
Empire Records (1995),13531
"Bamba, La (1987)",16620
Ladyhawke (1985),526
Lucas (1986),13346
High Fidelity (2000),243
"Road to El Dorado, The (2000)",10501
"Skulls, The (2000)",11478
Hook (1991),879
"Son of the Sheik, The (1926)",85689
True Grit (1969),17529
Madame Sousatzka (1988),118098
Max Dugan Returns (1983),1793
Midnight Express (1978),11327
Misery (1990),1700
Mr. Saturday Night (1992),54087
Murphy's Romance (1985),34322
My Life (1993),41659
Solaris (Solyaris) (1972),593
Network (1976),10774
No Way Out (1987),10083
North Dallas Forty (1979),29786
"Odd Couple, The (1968)",11356
"Outlaw Josey Wales, The (1976)",10747
Frequency (2000),10559
Ready to Rumble (2000),20697
Return to Me (2000),2621
Rules of Engagement (2000),10479
Joe Gould's Secret (2000),125709
Me Myself I (2000),49721
"Bell, Book and Candle (1958)",2006
Force 10 from Navarone (1978),17339
Mystery Train (1989),11305
Arthur (1981),13665
Bachelor Party (1984),12309
Parenthood (1989),1552
Predator (1987),106
"Prince of Tides, The (1991)",10333
"Postman Always Rings Twice, The (1981)",11027
All the Vermeers in New York (1990),123757
28 Days (2000),10468
American Psycho (2000),1359
Keeping the Faith (2000),4967
Where the Money Is (2000),31776
East is East (1999),10557
"Filth and the Fury, The (2000)",27745
Diner (1982),13776
Shakes the Clown (1992),26291
Cabaret (1972),10784
What Ever Happened to Baby Jane? (1962),10242
Auntie Mame (1958),16347
Guys and Dolls (1955),4825
The Hunger (1983),11654
Marathon Man (1976),10518
Caddyshack (1980),11977
Gossip (2000),18041
Love and Basketball (2000),14736
U-571 (2000),3536
"Virgin Suicides, The (1999)",1443
Jennifer 8 (1992),10424
Limelight (1952),28971
"Crow: Salvation, The (2000)",9456
"Flintstones in Viva Rock Vegas, The (2000)",889
Where the Heart Is (2000),10564
"Big Kahuna, The (2000)",15723
Bossa Nova (2000),19600
Smiling Fish and Goat on Fire (1999),125537
"Idiots, The (Idioterne) (1998)",452
Time Code (2000),36234
Carnosaur (1993),39283
Carnosaur 2 (1995),65460
Carnosaur 3: Primal Species (1996),55667
"Hidden, The (1987)",12476
Two Moon Junction (1988),5241
Gladiator (2000),98
Up at the Villa (2000),47724
Human Traffic (1999),11129
Breathless (1983),1058
The Idolmaker (1980),42159
Inferno (1980),16395
"Lords of Flatbush, The (1974)",38925
Mr. Mom (1983),13105
"Time Masters (Maîtres du temps, Les) (1982)",22501
Battlefield Earth (2000),5491
Center Stage (2000),10560
Screwed (2000),19419
Whipped (2000),23531
Hamlet (2000),10688
Anchors Aweigh (1945),17889
Gypsy (1962),39391
On the Town (1949),31516
Pee-wee's Big Adventure (1985),5683
Regret to Inform (1998),113279
Honeymoon in Vegas (1992),12518
Dinosaur (2000),10567
Loser (2000),10642
Road Trip (2000),9285
Small Time Crooks (2000),10569
"Hollywood Knights, The (1980)",21879
"Twelve Chairs, The (1970)",24918
Mission: Impossible II (2000),955
Shanghai Noon (2000),8584
Better Living Through Circuitry (1999),47295
8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),11332
Carnival of Souls (1962),16093
Flying Tigers (1942),29372
"Gold Rush, The (1925)",962
Monsieur Verdoux (1947),30588
On Her Majesty's Secret Service (1969),668
Seven Days in May (1964),23518
"Spy Who Loved Me, The (1977)",691
Vagabond (Sans toit ni loi) (1985),44018
Moonraker (1979),698
"Man with the Golden Gun, The (1974)",682
"King in New York, A (1957)",28973
"Woman of Paris, A (1923)",28974
"Fighting Seabees, The (1944)",22994
Big Momma's House (2000),9600
"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",38006
American Gigolo (1980),2768
"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",24920
"Endless Summer, The (1966)",21
"Guns of Navarone, The (1961)",10911
Blow-Out (La grande bouffe) (1973),10102
Quatermass and the Pit (1967),26912
Puppet Master (1989),26953
Puppet Master II (1991),26954
Puppet Master III: Toulon's Revenge (1991),26956
Puppet Master 4 (1993),26957
Puppet Master 5: The Final Chapter (1994),26958
Rent-A-Cop (1988),80287
Romeo and Juliet (1968),6003
Stay Tuned (1992),23939
Blazing Saddles (1974),11072
Benji (1974),23069
Benji the Hunted (1987),21299
For the Love of Benji (1977),38802
White Christmas (1954),13368
Eraserhead (1977),985
Baraka (1992),14002
"Man with the Golden Arm, The (1955)",541
"Decline of Western Civilization, The (1981)",21137
"Decline of Western Civilization Part II: The Metal Years, The (1988)",36724
For a Few Dollars More (Per qualche dollaro in più) (1965),938
Magnum Force (1973),10648
Blood Simple (1984),11368
"Fabulous Baker Boys, The (1989)",10875
Prizzi's Honor (1985),2075
Flatliners (1990),1551
Light Years (Gandahar) (1988),22500
Porky's (1982),10246
Porky's II: The Next Day (1983),19698
Porky's Revenge (1985),23919
Private School (1983),18835
Class of Nuke 'Em High (1986),26554
"Toxic Avenger, The (1985)",15239
"Toxic Avenger, Part II, The (1989)",28165
"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",28169
Night of the Creeps (1986),15762
Predator 2 (1990),169
"Running Man, The (1987)",865
Starman (1984),9663
"Brother from Another Planet, The (1984)",26889
Alien Nation (1988),10128
Mad Max (1979),9659
"Road Warrior, The (Mad Max 2) (1981)",8810
Mad Max Beyond Thunderdome (1985),9355
Bird on a Wire (1990),1727
Angel Heart (1987),635
9 1/2 Weeks (Nine 1/2 Weeks) (1986),10068
Firestarter (1984),11495
Sleepwalkers (1992),11428
Action Jackson (1988),10117
Sarafina! (1992),35936
Soapdish (1991),25562
"Long Walk Home, The (1990)",51763
Clara's Heart (1988),73079
Burglar (1987),38921
Fatal Beauty (1987),35463
Gone in 60 Seconds (2000),9679
Love's Labour's Lost (2000),51333
Sunshine (1999),17771
Hamlet (1990),10264
Coming Home (1978),31657
American Pop (1981),29204
Assault on Precinct 13 (1976),17814
Near Dark (1987),11879
One False Move (1992),21128
Shaft (1971),482
"Conversation, The (1974)",592
Cutter's Way (1981),31593
"Fury, The (1978)",12611
"Paper Chase, The (1973)",14328
Serpico (1973),9040
"Ace in the Hole (Big Carnival, The) (1951)",25364
Lonely Are the Brave (1962),43002
"Sugarland Express, The (1974)",5121
Trouble in Paradise (1932),195
Big Trouble in Little China (1986),6978
Badlands (1973),3133
Battleship Potemkin (1925),643
Boys and Girls (2000),10571
Shaft (2000),479
Titan A.E. (2000),7450
Butterfly (La lengua de las mariposas) (1999),31023
Jesus' Son (1999),25636
Chicken Run (2000),7443
"Me, Myself & Irene (2000)",2123
"Patriot, The (2000)",2024
"Adventures of Rocky and Bullwinkle, The (2000)",17711
"Perfect Storm, The (2000)",2133
"Golden Bowl, The (2000)",29946
Communion (1989),28774
"Kentucky Fried Movie, The (1977)",11598
"Blood In, Blood Out (1993)",9702
F/X (1986),9873
F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),16820
"Hot Spot, The (1990)",14864
Missing in Action (1984),15379
Missing in Action 2: The Beginning (1985),12764
Braddock: Missing in Action III (1988),27352
Thunderbolt and Lightfoot (1974),8348
Dreamscape (1984),24099
The Golden Voyage of Sinbad (1973),17897
House Party (1990),16094
House Party 2 (1991),16096
Croupier (1998),12706
"Kid, The (2000)",4244
Scary Movie (2000),4247
But I'm a Cheerleader (1999),20770
Shower (Xizao) (1999),1050
Blow-Up (Blowup) (1966),1052
"Pawnbroker, The (1964)",20540
Groove (2000),23655
Footloose (1984),1788
Duel in the Sun (1946),32275
X-Men (2000),36657
Chuck & Buck (2000),44490
"Five Senses, The (1999)",47585
"In Crowd, The (2000)",36047
What Lies Beneath (2000),2655
Pokémon the Movie 2000 (2000),12599
Anatomy of a Murder (1959),93
Freejack (1992),9278
Mackenna's Gold (1969),18118
Sinbad and the Eye of the Tiger (1977),11940
"Two Women (Ciociara, La) (1960)",24167
What About Bob? (1991),10276
White Sands (1992),19380
Breaker Morant (1980),13783
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),11624
Interiors (1978),15867
Love and Death (1975),11686
"Official Story, The (La historia oficial) (1985)",29263
Tampopo (1985),11830
Nutty Professor II: The Klumps (2000),12107
"Girl on the Bridge, The (Fille sur le pont, La) (1999)",10401
Wonderland (1999),32640
Autumn in New York (2000),10641
Coyote Ugly (2000),6282
Hollow Man (2000),9383
Space Cowboys (2000),5551
Psycho Beach Party (2000),27723
Saving Grace (2000),2360
"Black Sabbath (Tre volti della paura, I) (1963)",28043
"Brain That Wouldn't Die, The (1962)",33468
Bronco Billy (1980),21866
"Crush, The (1993)",33408
Kelly's Heroes (1970),11589
Phantasm II (1988),15158
Phantasm III: Lord of the Dead (1994),16139
Phantasm IV: Oblivion (1998),16146
Pumpkinhead (1988),26515
Air America (1990),11856
Sleepaway Camp (1983),13567
Steel Magnolias (1989),10860
And God Created Woman (Et Dieu... créa la femme) (1956),8420
Easy Money (1983),18391
"Ilsa, She Wolf of the SS (1974)",20850
The Spiral Staircase (1945),27452
I'm the One That I Want (2000),38548
"Tao of Steve, The (2000)",20438
"Affair of Love, An (Liaison pornographique, Une) (1999)",46991
Bless the Child (2000),10391
Cecil B. DeMented (2000),14195
"Eyes of Tammy Faye, The (2000)",15665
"Replacements, The (2000)",10393
About Adam (2000),18168
"Cell, The (2000)",8843
Godzilla 2000 (Gojira ni-sen mireniamu) (1999),10643
"Original Kings of Comedy, The (2000)",23618
"Naked Gun: From the Files of Police Squad!, The (1988)",37136
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",37137
Our Town (1940),23283
Shane (1953),3110
"Suddenly, Last Summer (1959)",14698
Cat Ballou (1965),11694
Supergirl (1984),9651
"Art of War, The (2000)",11398
Bring It On (2000),1588
"Crew, The (2000)",19150
Skipped Parts (2000),41282
Highlander: Endgame (Highlander IV) (2000),12211
Nurse Betty (2000),10480
Solas (1999),80713
"Watcher, The (2000)",10685
"Way of the Gun, The (2000)",1619
Almost Famous (2000),786
Bait (2000),14805
Circus (2000),51179
Crime and Punishment in Suburbia (2000),46119
Duets (2000),18074
Under Suspicion (2000),10562
Urban Legends: Final Cut (2000),12212
Woman on Top (2000),14629
Dancer in the Dark (2000),16
Best in Show (2000),13785
Beautiful (2000),34299
"Broken Hearts Club, The (2000)",22597
Girlfight (2000),19348
Remember the Titans (2000),10637
Hellraiser (1987),9003
Hellbound: Hellraiser II (1988),9064
Hellraiser III: Hell on Earth (1992),11569
"Faraway, So Close (In weiter Ferne, so nah!) (1993)",10434
Bikini Beach (1964),39113
Stranger Than Paradise (1984),469
Voyage to the Bottom of the Sea (1961),2160
Fantastic Voyage (1966),2161
Abbott and Costello Meet Frankenstein (1948),3073
"Bank Dick, The (1940)",911
"Creature from the Black Lagoon, The (1954)",10973
"Invisible Man, The (1933)",10787
"Killer Shrews, The (1959)",43109
Runaway (1984),9507
"Slumber Party Massacre, The (1982)",27475
Slumber Party Massacre II (1987),27764
Slumber Party Massacre III (1990),27767
Sorority House Massacre (1986),40760
Sorority House Massacre II (1990),40446
Bamboozled (2000),24664
Digimon: The Movie (2000),20455
Get Carter (2000),10461
Get Carter (1971),1485
Meet the Parents (2000),1597
Requiem for a Dream (2000),641
Tigerland (2000),10687
Two Family House (2000),63956
"Contender, The (2000)",6521
Dr. T and the Women (2000),10763
"Ladies Man, The (2000)",16888
Billy Jack (1971),21142
Billy Jack Goes to Washington (1977),78140
"Time Machine, The (1960)",2134
Ghoulies II (1987),28605
"Unsinkable Molly Brown, The (1964)",42797
"Adventures of Ichabod and Mr. Toad, The (1949)",13465
"Strange Love of Martha Ivers, The (1946)",27033
Detour (1945),20367
Billy Elliot (2000),71
Bedazzled (2000),1636
Pay It Forward (2000),10647
"Private Eyes, The (1981)",13762
"Legend of Drunken Master, The (Jui kuen II) (1994)",12207
Book of Shadows: Blair Witch 2 (2000),11531
"Little Vampire, The (2000)",24100
Charlie's Angels (2000),4327
"Legend of Bagger Vance, The (2000)",4958
Little Nicky (2000),9678
Men of Honor (2000),11978
Red Planet (2000),8870
You Can Count on Me (2000),14295
Diamonds Are Forever (1971),681
"Eagle Has Landed, The (1976)",11372
"6th Day, The (2000)",8452
Bounce (2000),10862
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),8871
One Day in September (1999),34045
Rugrats in Paris: The Movie (2000),16340
102 Dalmatians (2000),10481
Malèna (2000),10867
Quills (2000),10876
Unbreakable (2000),9741
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",146
Dungeons & Dragons (2000),11849
Proof of Life (2000),11983
Vertical Limit (2000),11678
"Bounty, The (1984)",2669
"Planes, Trains & Automobiles (1987)",2609
She's Having a Baby (1988),12714
"Living Daylights, The (1987)",708
Transformers: The Movie (1986),1857
Wall Street (1987),10673
Born on the Fourth of July (1989),2604
Talk Radio (1988),10132
Brewster's Millions (1985),11064
Snatch (2000),107
Punchline (1988),40820
Chocolat (2000),392
"Dude, Where's My Car? (2000)",8859
"Emperor's New Groove, The (2000)",11688
Pollock (2000),12509
What Women Want (2000),3981
Finding Forrester (2000),711
"Gift, The (2000)",2046
Before Night Falls (2000),5001
Cast Away (2000),8358
"Family Man, The (2000)",5994
"House of Mirth, The (2000)",25520
Miss Congeniality (2000),1493
"O Brother, Where Art Thou? (2000)",134
State and Main (2000),21991
Dracula 2000 (2000),10577
All the Pretty Horses (2000),21355
"Everlasting Piece, An (2000)",29122
Thirteen Days (2000),11973
Traffic (2000),1900
"Claim, The (2000)",44853
Shadow of the Vampire (2000),10873
House of Games (1987),26719
Annie (1982),15739
Don't Tell Mom the Babysitter's Dead (1991),15413
"Officer and a Gentleman, An (1982)",2623
"Alamo, The (1960)",11209
At Close Range (1986),13715
Friendly Persuasion (1956),43258
Gettysburg (1993),10655
Horrors of Spider Island (Ein Toter Hing im Netz) (1960),
Antitrust (2001),9989
Double Take (2001),18828
Save the Last Dance (2001),9816
Panic (2000),20637
"Pledge, The (2001)",5955
The Man in the Moon (1991),17474
Mystic Pizza (1988),11191
Prelude to a Kiss (1992),2613
Coffy (1973),22021
Foxy Brown (1974),22048
I'm Gonna Git You Sucka (1988),17006
Untamed Heart (1993),26333
Sugar & Spice (2001),16723
"Wedding Planner, The (2001)",2018
"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",10499
"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",47943
Amazing Grace and Chuck (1987),74340
Amazon Women on the Moon (1987),5709
Baby Boom (1987),11215
Back to the Beach (1987),26477
Barfly (1987),10937
Best Seller (1987),4639
Beverly Hills Cop II (1987),96
Beverly Hills Cop (1984),90
"Big Easy, The (1987)",11028
Born in East L.A. (1987),19324
"Brave Little Toaster, The (1987)",19933
Can't Buy Me Love (1987),12919
Cherry 2000 (1987),15785
Cop (1988),31701
Eddie Murphy Raw (1987),17159
Empire of the Sun (1987),10110
Ernest Goes to Camp (1987),18935
"Evil Dead, The (1981)",764
Flowers in the Attic (1987),15658
"Fourth Protocol, The (1987)",4918
Gardens of Stone (1987),28368
"Glass Menagerie, The (1987)",52780
Hiding Out (1987),26156
Hollywood Shuffle (1987),34101
Hope and Glory (1987),32054
Innerspace (1987),2614
Ishtar (1987),12704
Jaws: The Revenge (1987),580
Leonard Part 6 (1987),24828
Less Than Zero (1987),13703
"Like Father, Like Son (1987)",36914
"Lost Boys, The (1987)",1547
Made in Heaven (1987),42010
Maid to Order (1987),2608
Making Mr. Right (1987),32058
Mannequin (1987),10019
Masters of the Universe (1987),11649
"Monster Squad, The (1987)",13509
My Demon Lover (1987),51521
No Man's Land (1987),34379
Head Over Heels (2001),24940
Left Behind: The Movie (2000),37302
Valentine (2001),10984
In the Mood For Love (Fa yeung nin wa) (2000),843
"Million Dollar Hotel, The (2001)",318
Nico and Dani (Krámpack) (2000),12806
Hannibal (2001),9740
Saving Silverman (Evil Woman) (2001),10878
Vatel (2000),7093
Down to Earth (2001),16300
Recess: School's Out (2001),19405
Sweet November (2001),1921
Company Man (2000),44412
"Price of Milk, The (2000)",21620
Monkeybone (2001),23685
3000 Miles to Graceland (2001),12138
"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",48217
"Mexican, The (2001)",6073
"Caveman's Valentine, The (2001)",25208
Series 7: The Contenders (2001),19513
15 Minutes (2001),2749
Get Over It (2001),10050
Long Night's Journey Into Day (2000),95682
Avalon (1990),2302
Gray's Anatomy (1996),32686
Of Mice and Men (1939),51802
Reform School Girls (1986),29492
Tapeheads (1988),25447
"Bishop's Wife, The (1947)",19490
Lilies of the Field (1963),38805
"Greatest Story Ever Told, The (1965)",2428
Elmer Gantry (1960),22013
Alfie (1966),15598
"Fantasticks, The (1995)",62127
I Know Where I'm Going! (1945),56137
"Abominable Dr. Phibes, The (1971)",17965
Real Life (1979),33250
Battle Beyond the Stars (1980),14460
Double Impact (1991),9594
Fuzz (1972),4986
Harley Davidson and the Marlboro Man (1991),2453
Losin' It (1983),33676
Mermaids (1990),4587
Navy Seals (1990),12773
Manhunter (1986),11454
Reversal of Fortune (1990),38718
Death on the Nile (1978),4192
Revenge of the Nerds (1984),14052
Revenge of the Nerds II: Nerds in Paradise (1987),16889
4 Little Girls (1997),26580
River's Edge (1986),21309
Girls Just Want to Have Fun (1985),16263
"Longest Yard, The (1974)",4985
Necessary Roughness (1991),20704
Enemy at the Gates (2001),853
Exit Wounds (2001),10877
"Dish, The (2001)",5257
Memento (2000),77
Heartbreakers (2001),10833
Say It Isn't So (2001),20309
Someone Like You (2001),12658
Spy Kids (2001),10054
Tomcats (2001),10646
"Tailor of Panama, The (2001)",2575
Amores Perros (Love's a Bitch) (2000),55
Keep the River on Your Right: A Modern Cannibal Tale (2000),65075
"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",44379
Along Came a Spider (2001),2043
Blow (2001),4133
Just Visiting (2001),56715
Pokémon 3: The Movie (2001),10991
Beautiful Creatures (2000),15940
Brigham City (2001),26791
Bridget Jones's Diary (2001),634
Joe Dirt (2001),10956
Josie and the Pussycats (2001),19366
Chopper (2000),9519
"Circle, The (Dayereh) (2000)",13898
Crocodile Dundee in Los Angeles (2001),9290
Freddy Got Fingered (2001),13166
"Center of the World, The (2001)",32590
"Luzhin Defence, The (2000)",52654
"Visit, The (2000)",70282
Scarface (1983),111
Days of Wine and Roses (1962),32488
Driven (2001),10477
One Night at McCool's (2001),2144
Town & Country (2001),24113
"Mummy Returns, The (2001)",1734
Under the Sand (2000),4973
Krull (1983),849
Lost in America (1985),27223
Triumph of the Will (Triumph des Willens) (1934),39266
"World According to Garp, The (1982)",11307
Fellini Satyricon (1969),11163
Frankie and Johnny (1966),18691
Frankie and Johnny (1991),3784
"City of Women, The (Città delle donne, La) (1980)",11936
For the Boys (1991),25221
Nine to Five (a.k.a. 9 to 5) (1980),19494
Norma Rae (1979),40842
Summer Rental (1985),19357
"5,000 Fingers of Dr. T, The (1953)",33743
Love Story (1970),9062
Pelle the Conqueror (Pelle erobreren) (1987),11174
Rififi (Du rififi chez les hommes) (1955),934
"Knight's Tale, A (2001)",9476
Bread and Roses (2000),37691
Startup.com (2001),14268
Angel Eyes (2001),5852
Shrek (2001),808
"Fast Food, Fast Women (2000)",49453
Moulin Rouge (2001),824
Pearl Harbor (2001),676
